GENE_NAME,ID,DESCRIPTION,SUMMARY
TBC1D10C,374403,TBC1 domain family member 10C,"The protein encoded by this gene has an N-terminal Rab-GTPase domain and a binding site at the C-terminus for calcineurin, and is an inhibitor of both the Ras signaling pathway and calcineurin, a phosphatase regulated by calcium and calmodulin. Genes encoding similar proteins are located on chromosomes 16 and 22. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2013]"
IL15,3600,interleukin 15,"The protein encoded by this gene is a cytokine that regulates T and natural killer cell activation and proliferation. This cytokine and interleukine 2 share many biological activities. They are found to bind common hematopoietin receptor subunits, and may compete for the same receptor, and thus negatively regulate each other's activity. The number of CD8+ memory cells is shown to be controlled by a balance between this cytokine and IL2. This cytokine induces the activation of JAK kinases, as well as the phosphorylation and activation of transcription activators STAT3, STAT5, and STAT6. Studies of the mouse counterpart suggested that this cytokine may increase the expression of apoptosis inhibitor BCL2L1/BCL-x(L), possibly through the transcription activation activity of STAT6, and thus prevent apoptosis. Alternatively spliced transcript variants of this gene have been reported. [provided by RefSeq, Feb 2011]"
LGALS9C,654346,galectin 9C,"This gene was initially thought to represent a pseudogene of galectin 9; however, this transcript has good exon-intron structure and encodes a predicted protein of the same size as and highly similar to galectin 9. This gene is one of two similar loci on chromosome 17p similar to galectin 9 and now thought to be protein-encoding. This gene is the more telomeric gene. [provided by RefSeq, Jul 2008]"
GPR65,8477,G protein-coupled receptor 65,"Enables G protein-coupled receptor activity. Involved in several processes, including actin cytoskeleton reorganization; activation of GTPase activity; and positive regulation of stress fiber assembly. Located in plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
XIRP1,165904,xin actin binding repeat containing 1,"The protein encoded by this gene is a striated muscle protein and belongs to the Xin actin-binding repeat-containing protein (XIRP) family. The protein functions to protect actin filaments during depolymerization. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2017]"
ZBTB32,27033,zinc finger and BTB domain containing 32,"Enables DNA-binding transcription repressor activity, RNA polymerase II-specific; identical protein binding activity; and sequence-specific double-stranded DNA binding activity. Involved in negative regulation of transcription by RNA polymerase II. Located in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
SPNS3,201305,"SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)","Predicted to enable transmembrane transporter activity. Predicted to be involved in lipid transport and transmembrane transport. Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
ARL11,115761,ADP ribosylation factor like GTPase 11,"This gene encodes a tumor suppressor related to the ADP-ribosylation factor (ARF) family of proteins. The encoded protein may play a role in apoptosis in a caspase-dependent manner. Polymorphisms in this gene have been associated with some familial cancers. [provided by RefSeq, May 2010]"
CXCL11,6373,C-X-C motif chemokine ligand 11,"Chemokines are a group of small (approximately 8 to 14 kD), mostly basic, structurally related molecules that regulate cell trafficking of various types of leukocytes through interactions with a subset of 7-transmembrane, G protein-coupled receptors. Chemokines also play fundamental roles in the development, homeostasis, and function of the immune system, and they have effects on cells of the central nervous system as well as on endothelial cells involved in angiogenesis or angiostasis. Chemokines are divided into 2 major subfamilies, CXC and CC. This antimicrobial gene is a CXC member of the chemokine superfamily. Its encoded protein induces a chemotactic response in activated T-cells and is the dominant ligand for CXC receptor-3. The gene encoding this protein contains 4 exons and at least three polyadenylation signals which might reflect cell-specific regulation of expression. IFN-gamma is a potent inducer of transcription of this gene. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2014]"
CD6,923,CD6 molecule,"This gene encodes a protein found on the outer membrane of T-lymphocytes as well as some other immune cells. The encoded protein contains three scavenger receptor cysteine-rich (SRCR) domains and a binding site for an activated leukocyte cell adhesion molecule. The gene product is important for continuation of T cell activation. This gene may be associated with susceptibility to multiple sclerosis (PMID: 19525953, 21849685). Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2011]"
FLT3,2322,fms related receptor tyrosine kinase 3,"This gene encodes a class III receptor tyrosine kinase that regulates hematopoiesis. This receptor is activated by binding of the fms-related tyrosine kinase 3 ligand to the extracellular domain, which induces homodimer formation in the plasma membrane leading to autophosphorylation of the receptor. The activated receptor kinase subsequently phosphorylates and activates multiple cytoplasmic effector molecules in pathways involved in apoptosis, proliferation, and differentiation of hematopoietic cells in bone marrow. Mutations that result in the constitutive activation of this receptor result in acute myeloid leukemia and acute lymphoblastic leukemia. [provided by RefSeq, Jan 2015]"
CLEC4E,26253,C-type lectin domain family 4 member E,"This gene encodes a member of the C-type lectin/C-type lectin-like domain (CTL/CTLD) superfamily. Members of this family share a common protein fold and have diverse functions, such as cell adhesion, cell-cell signalling, glycoprotein turnover, and roles in inflammation and immune response. The encoded type II transmembrane protein is a downstream target of CCAAT/enhancer binding protein (C/EBP), beta (CEBPB) and may play a role in inflammation. Alternative splice variants have been described but their full-length sequence has not been determined. This gene is closely linked to other CTL/CTLD superfamily members on chromosome 12p13 in the natural killer gene complex region. [provided by RefSeq, Jul 2008]"
ABI3,51225,ABI family member 3,"This gene encodes a member of an adaptor protein family. Members of this family encode proteins containing a homeobox homology domain, proline rich region and Src-homology 3 (SH3) domain, and are components of the Abi/WAVE complex which regulates actin polymerization. The encoded protein inhibits ectopic metastasis of tumor cells as well as cell migration. This may be accomplished through interaction with p21-activated kinase. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2013]"
FCGR1CP,100132417,"Fc gamma receptor Ic, pseudogene","The gene represents one of three related immunoglobulin gamma Fc receptor genes located on chromosome 1. This family member lacks the transmembrane and coiled-coiled domains found in other family members and is thought to be a pseudogene of Fc-gamma-receptor 1A. [provided by RefSeq, Apr 2009]"
PTGDR,5729,prostaglandin D2 receptor,"This gene encodes a member of the guanine nucleotide-binding protein (G protein)-coupled receptor (GPCR) superfamily. The receptors are seven-pass transmembrane proteins that respond to extracellular cues and activate intracellular signal transduction pathways. This protein is reported to be a receptor for prostaglandin D2, which is a mediator of allergic inflammation and allergic airway inflammation in asthma. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]"
STGD2,6785,ELOVL fatty acid elongase 4,"This gene encodes a membrane-bound protein which is a member of the ELO family, proteins which participate in the biosynthesis of fatty acids. Consistent with the expression of the encoded protein in photoreceptor cells of the retina, mutations and small deletions in this gene are associated with Stargardt-like macular dystrophy (STGD3) and autosomal dominant Stargardt-like macular dystrophy (ADMD), also referred to as autosomal dominant atrophic macular degeneration. [provided by RefSeq, Jul 2008]"
KLHL6,55975,kelch like family member 7,"This gene encodes a BTB-Kelch-related protein. The encoded protein may be involved in protein degradation. Mutations in this gene have been associated with retinitis pigmentosa 42. [provided by RefSeq, Feb 2010]"
CISH,1154,cytokine inducible SH2 containing protein,"The protein encoded by this gene contains a SH2 domain and a SOCS box domain. The protein thus belongs to the cytokine-induced STAT inhibitor (CIS), also known as suppressor of cytokine signaling (SOCS) or STAT-induced STAT inhibitor (SSI), protein family. CIS family members are known to be cytokine-inducible negative regulators of cytokine signaling. The expression of this gene can be induced by IL2, IL3, GM-CSF and EPO in hematopoietic cells. Proteasome-mediated degradation of this protein has been shown to be involved in the inactivation of the erythropoietin receptor. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2008]"
DHRS9,10170,dehydrogenase/reductase 9,"This gene encodes a member of the short-chain dehydrogenases/reductases (SDR) family. The encoded protein has been identified as a moonlighting protein based on its ability to perform mechanistically distinct functions. This protein demonstrates oxidoreductase activity toward hydroxysteroids and is able to convert 3-alpha-tetrahydroprogesterone to dihydroxyprogesterone and 3-alpha-androstanediol to dihydroxyprogesterone in the cytoplasm, and may additionally function as a transcriptional repressor in the nucleus. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014]"
LCK,3932,"LCK proto-oncogene, Src family tyrosine kinase","This gene is a member of the Src family of protein tyrosine kinases (PTKs). The encoded protein is a key signaling molecule in the selection and maturation of developing T-cells. It contains N-terminal sites for myristylation and palmitylation, a PTK domain, and SH2 and SH3 domains which are involved in mediating protein-protein interactions with phosphotyrosine-containing and proline-rich motifs, respectively. The protein localizes to the plasma membrane and pericentrosomal vesicles, and binds to cell surface receptors, including CD4 and CD8, and other signaling molecules. Multiple alternatively spliced variants encoding different isoforms have been described. [provided by RefSeq, Aug 2016]"
RCSD1,92241,RCSD domain containing 1,"Enables actin filament binding activity. Involved in cellular hyperosmotic response. Predicted to be located in actin filament. [provided by Alliance of Genome Resources, Apr 2022]"
RHOH,399,ras homolog family member H,"The protein encoded by this gene is a member of the Ras superfamily of guanosine triphosphate (GTP)-metabolizing enzymes. The encoded protein is expressed in hematopoietic cells, where it functions as a negative regulator of cell growth and survival. This gene may be hypermutated or misexpressed in leukemias and lymphomas. Chromosomal translocations in non-Hodgkin's lymphoma occur between this locus and B-cell CLL/lymphoma 6 (BCL6) on chromosome 3, leading to the production of fusion transcripts. Alternative splicing in the 5' untranslated region results in multiple transcript variants that encode the same protein. [provided by RefSeq, May 2013]"
ITK,3702,IL2 inducible T cell kinase,"This gene encodes an intracellular tyrosine kinase expressed in T-cells. The protein contains both SH2 and SH3 domains which are often found in intracellular kinases. It is thought to play a role in T-cell proliferation and differentiation. [provided by RefSeq, Jul 2008]"
IL12RB1,3594,interleukin 12 receptor subunit beta 1,"The protein encoded by this gene is a type I transmembrane protein that belongs to the hemopoietin receptor superfamily. This protein binds to interleukine 12 (IL12) with a low affinity, and is thought to be a part of IL12 receptor complex. This protein forms a disulfide-linked oligomer, which is required for its IL12 binding activity. The coexpression of this and IL12RB2 proteins was shown to lead to the formation of high-affinity IL12 binding sites and reconstitution of IL12 dependent signaling. Mutations in this gene impair the development of interleukin-17-producing T lymphocytes and result in increased susceptibility to mycobacterial and Salmonella infections. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2014]"
CXCL13,10563,C-X-C motif chemokine ligand 13,"B lymphocyte chemoattractant, independently cloned and named Angie, is an antimicrobial peptide and CXC chemokine strongly expressed in the follicles of the spleen, lymph nodes, and Peyer's patches. It preferentially promotes the migration of B lymphocytes (compared to T cells and macrophages), apparently by stimulating calcium influx into, and chemotaxis of, cells expressing Burkitt's lymphoma receptor 1 (BLR-1). It may therefore function in the homing of B lymphocytes to follicles. [provided by RefSeq, Oct 2014]"
C19orf38,255809,chromosome 19 open reading frame 38,"Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
RAB39B,116442,"RAB39B, member RAS oncogene family","This gene encodes a member of the Rab family of proteins. Rab proteins are small GTPases that are involved in vesicular trafficking. Mutations in this gene are associated with X-linked cognitive disability. [provided by RefSeq, Aug 2013]"
LAG3,3902,lymphocyte activating 3,"Lymphocyte-activation protein 3 belongs to Ig superfamily and contains 4 extracellular Ig-like domains. The LAG3 gene contains 8 exons.  The sequence data, exon/intron organization, and chromosomal localization all indicate a close relationship of LAG3 to CD4. [provided by RefSeq, Jul 2008]"
SIGLEC11,114132,sialic acid binding Ig like lectin 11,"This gene encodes a member of the sialic acid-binding immunoglobulin-like lectin family. These cell surface lectins are characterized by structural motifs in the immunoglobulin (Ig)-like domains and sialic acid recognition sites in the first Ig V set domain. This family member mediates anti-inflammatory and immunosuppressive signaling. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2011]"
SMTNL1,219537,smoothelin like 1,"The protein encoded by this gene is involved in the contraction of both striated and smooth muscle. During pregnancy, the encoded protein interacts with progesterone receptor to attenuate the expression of contractile and metabolic proteins. [provided by RefSeq, Jul 2016]"
SIRPG,55423,signal regulatory protein gamma,"The protein encoded by this gene is a member of the signal-regulatory protein (SIRP) family, and also belongs to the immunoglobulin superfamily. SIRP family members are receptor-type transmembrane glycoproteins known to be involved in the negative regulation of receptor tyrosine kinase-coupled signaling processes. Alternatively spliced transcript variants encoding different isoforms have been described. [provided by RefSeq, Jul 2008]"
LGALS17A,400696,galectin 14 pseudogene,
SLAMF1,6504,signaling lymphocytic activation molecule family member 1,"Enables SH2 domain binding activity and identical protein binding activity. Involved in several processes, including negative regulation of CD40 signaling pathway; negative regulation of cytokine production; and positive regulation of MAPK cascade. Located in extracellular exosome. [provided by Alliance of Genome Resources, Apr 2022]"
PTAFR,5724,platelet activating factor receptor,"This gene encodes a seven-transmembrane G-protein-coupled receptor for platelet-activating factor (PAF) that localizes to lipid rafts and/or caveolae in the cell membrane. PAF (1-0-alkyl-2-acetyl-sn-glycero-3-phosphorylcholine) is a phospholipid that plays a significant role in oncogenic transformation, tumor growth, angiogenesis, metastasis, and pro-inflammatory processes. Binding of PAF to the PAF-receptor (PAFR) stimulates numerous signal transduction pathways including phospholipase C, D, A2, mitogen-activated protein kinases (MAPKs), and the phosphatidylinositol-calcium second messenger system. Following PAFR activation, cells become rapidly desensitized and this refractory state is dependent on PAFR phosphorylation, internalization, and down-regulation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2011]"
NUGGC,389643,"nuclear GTPase, germinal center associated","Enables GTPase activity. Involved in cellular response to lipopolysaccharide; negative regulation of apoptotic process; and regulation of nuclear cell cycle DNA replication. Predicted to be located in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
HLA-DQB1,3119,"major histocompatibility complex, class II, DQ beta 1","HLA-DQB1 belongs to the HLA class II beta chain paralogs. This class II molecule is a heterodimer consisting of an alpha (DQA) and a beta chain (DQB), both anchored in the membrane. It plays a central role in the immune system by presenting peptides derived from extracellular proteins. Class II molecules are expressed in antigen presenting cells (APC: B lymphocytes, dendritic cells, macrophages). The beta chain is approximately 26-28 kDa and it contains six exons. Exon 1 encodes the leader peptide, exons 2 and 3 encode the two extracellular domains, exon 4 encodes the transmembrane domain and exon 5 encodes the cytoplasmic tail. Within the DQ molecule both the alpha chain and the beta chain contain the polymorphisms specifying the peptide binding specificities, resulting in up to four different molecules. Typing for these polymorphisms is routinely done for bone marrow transplantation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2011]"
ECEL1,9427,endothelin converting enzyme like 1,"This gene encodes a member of the M13 family of endopeptidases. Members of this family are zinc-containing type II integral-membrane proteins that are important regulators of neuropeptide and peptide hormone activity. Mutations in this gene are associated with autosomal recessive distal arthrogryposis, type 5D. This gene has multiple pseudogenes on chromosome 2. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Mar 2014]"
PDE6G,5148,phosphodiesterase 6G,"This gene encodes the gamma subunit of cyclic GMP-phosphodiesterase, which is composed of alpha- and beta- catalytic subunits and two identical, inhibitory gamma subunits. This gene is expressed in rod photoreceptors and functions in the phototransduction signaling cascade. It is also expressed in a variety of other tissues, and has been shown to regulate the c-Src protein kinase and G-protein-coupled receptor kinase 2. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2009]"
IL4I1,259307,interleukin 4 induced 1,"This gene encodes a secreted L-amino acid oxidase protein which primarily catabolizes L-phenylalanine and, to a lesser extent, L-arginine. The expression of this gene is induced by the cytokine interleukin 4 in B cells. This gene is also expressed in macrophages and dendritic cells. This protein may play a role immune system escape as it is expressed in tumor-associated macrophages and suppresses T-cell responses. This protein also contains domains thought to be involved in the binding of flavin adenine dinucleotide (FAD) cofactor. Multiple transcript variants encoding different isoforms have been found for this gene. Some transcripts of this gene share a promoter and exons of the 5' UTR with the overlapping NUP62 gene. [provided by RefSeq, Jul 2020]"
PPP1R16B,26051,protein phosphatase 1 regulatory subunit 16B,"The protein encoded by this gene is membrane-associated and contains five ankyrin repeats, a protein phosphatase-1-interacting domain, and a carboxy-terminal CAAX box domain. Synthesis of the encoded protein is inhibited by transforming growth factor beta-1. The protein may bind to the membrane through its CAAX box domain and may act as a signaling molecule through interaction with protein phosphatase-1. Alternative splicing results in multiple transcript variants encoding different isoforms that may undergo similar processing to generate mature protein. [provided by RefSeq, Sep 2015]"
MAP3K14,9020,mitogen-activated protein kinase kinase kinase 14,"This gene encodes mitogen-activated protein kinase kinase kinase 14, which is a serine/threonine protein-kinase. This kinase binds to TRAF2 and stimulates NF-kappaB activity. It shares sequence similarity with several other MAPKK kinases. It participates in an NF-kappaB-inducing signalling cascade common to receptors of the tumour-necrosis/nerve-growth factor (TNF/NGF) family and to the interleukin-1 type-I receptor. [provided by RefSeq, Jul 2008]"
CCL21,6366,C-C motif chemokine ligand 21,"This antimicrobial gene is one of several CC cytokine genes clustered on the p-arm of chromosome 9. Cytokines are a family of secreted proteins involved in immunoregulatory and inflammatory processes. The CC cytokines are proteins characterized by two adjacent cysteines. Similar to other chemokines the protein encoded by this gene inhibits hemopoiesis and stimulates chemotaxis. This protein is chemotactic in vitro for thymocytes and activated T cells, but not for B cells, macrophages, or neutrophils. The cytokine encoded by this gene may also play a role in mediating homing of lymphocytes to secondary lymphoid organs. It is a high affinity functional ligand for chemokine receptor 7 that is expressed on T and B lymphocytes and a known receptor for another member of the cytokine family (small inducible cytokine A19). [provided by RefSeq, Sep 2014]"
CD8B,926,CD8 subunit beta,"The CD8 antigen is a cell surface glycoprotein found on most cytotoxic T lymphocytes that mediates efficient cell-cell interactions within the immune system. The CD8 antigen, acting as a coreceptor, and the T-cell receptor on the T lymphocyte recognize antigens displayed by an antigen presenting cell (APC) in the context of class I MHC molecules. The functional coreceptor is either a homodimer composed of two alpha chains, or a heterodimer composed of one alpha and one beta chain. Both alpha and beta chains share significant homology to immunoglobulin variable light chains. This gene encodes the CD8 beta chain isoforms. Multiple alternatively spliced transcript variants encoding distinct membrane associated or secreted isoforms have been described. A pseudogene, also located on chromosome 2, has been identified. [provided by RefSeq, May 2010]"
CD5L,922,CD5 molecule like,"Predicted to enable serine-type endopeptidase activity. Predicted to be involved in zymogen activation. Predicted to act upstream of or within positive regulation of complement-dependent cytotoxicity and regulation of complement activation. Located in cell surface. [provided by Alliance of Genome Resources, Apr 2022]"
IKZF1,10320,IKAROS family zinc finger 1,"This gene encodes a transcription factor that belongs to the family of zinc-finger DNA-binding proteins associated with chromatin remodeling. The expression of this protein is restricted to the fetal and adult hemo-lymphopoietic system, and it functions as a regulator of lymphocyte differentiation. Several alternatively spliced transcript variants encoding different isoforms have been described for this gene. Most isoforms share a common C-terminal domain, which contains two zinc finger motifs that are required for hetero- or homo-dimerization, and for interactions with other proteins. The isoforms, however, differ in the number of N-terminal zinc finger motifs that bind DNA and in nuclear localization signal presence, resulting in members with and without DNA-binding properties. Only a few isoforms contain the requisite three or more N-terminal zinc motifs that confer high affinity binding to a specific core DNA sequence element in the promoters of target genes. The non-DNA-binding isoforms are largely found in the cytoplasm, and are thought to function as dominant-negative factors. Overexpression of some dominant-negative isoforms have been associated with B-cell malignancies, such as acute lymphoblastic leukemia (ALL). [provided by RefSeq, May 2014]"
APOL1,8542,apolipoprotein L1,"This gene encodes a secreted high density lipoprotein which binds to apolipoprotein A-I. Apolipoprotein A-I is a relatively abundant plasma protein and is the major apoprotein of HDL. It is involved in the formation of most cholesteryl esters in plasma and also promotes efflux of cholesterol from cells. This apolipoprotein L family member may play a role in lipid exchange and transport throughout the body, as well as in reverse cholesterol transport from peripheral cells to the liver. Several different transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2008]"
AGAP2,116986,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2","The protein encoded by this gene belongs to the centaurin gamma-like family. It mediates anti-apoptotic effects of nerve growth factor by activating nuclear phosphoinositide 3-kinase. It is overexpressed in cancer cells, and promotes cancer cell invasion. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Aug 2011]"
C1orf162,128346,chromosome 1 open reading frame 162,"Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
CD7,924,CD7 molecule,"This gene encodes a transmembrane protein which is a member of the immunoglobulin superfamily. This protein is found on thymocytes and mature T cells. It plays an essential role in T-cell interactions and also in T-cell/B-cell interaction during early lymphoid development. [provided by RefSeq, Jul 2008]"
LAMP3,27074,lysosomal associated membrane protein 3,"Dendritic cells (DCs) are the most potent antigen-presenting cells. Immature DCs efficiently capture antigens and differentiate into interdigitating dendritic cells (IDCs) in lymphoid tissues that induce primary T-cell responses (summary by de Saint-Vis et al., 1998 [PubMed 9768752]).[supplied by OMIM, Dec 2010]"
VNN2,8875,vanin 2,"This gene product is a member of the Vanin family of proteins that share extensive sequence similarity with each other, and also with biotinidase. The family includes secreted and membrane-associated proteins, a few of which have been reported to participate in hematopoietic cell trafficking. No biotinidase activity has been demonstrated for any of the vanin proteins, however, they possess pantetheinase activity, which may play a role in oxidative-stress response. The encoded protein is a GPI-anchored cell surface molecule that plays a role in transendothelial migration of neutrophils. This gene lies in close proximity to, and in same transcriptional orientation as two other vanin genes on chromosome 6q23-q24. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, May 2011]"
LY75,4065,lymphocyte antigen 75,"Predicted to enable signaling receptor activity. Predicted to be involved in immune response and inflammatory response. Located in extracellular exosome. [provided by Alliance of Genome Resources, Apr 2022]"
HSD11B1,3290,hydroxysteroid 11-beta dehydrogenase 1,"The protein encoded by this gene is a microsomal enzyme that catalyzes the conversion of the stress hormone cortisol to the inactive metabolite cortisone. In addition, the encoded protein can catalyze the reverse reaction, the conversion of cortisone to cortisol. Too much cortisol can lead to central obesity, and a particular variation in this gene has been associated with obesity and insulin resistance in children. Mutations in this gene and H6PD (hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)) are the cause of cortisone reductase deficiency. Alternate splicing results in multiple transcript variants encoding the same protein.[provided by RefSeq, May 2011]"
NFKB2,4791,nuclear factor kappa B subunit 2,"This gene encodes a subunit of the transcription factor complex nuclear factor-kappa-B (NFkB). The NFkB complex is expressed in numerous cell types and functions as a central activator of genes involved in inflammation and immune function. The protein encoded by this gene can function as both a transcriptional activator or repressor depending on its dimerization partner. The p100 full-length protein is co-translationally processed into a p52 active form. Chromosomal rearrangements and translocations of this locus have been observed in B cell lymphomas, some of which may result in the formation of fusion proteins. There is a pseudogene for this gene on chromosome 18. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2013]"
MGC4342,79453,hypothetical protein MGC4342,
BCL11B,64919,BCL11 transcription factor B,"This gene encodes a C2H2-type zinc finger protein and is closely related to BCL11A, a gene whose translocation may be associated with B-cell malignancies. Although the specific function of this gene has not been determined, the encoded protein is known to be a transcriptional repressor, and is regulated by the NURD nucleosome remodeling and histone deacetylase complex. Four alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, Aug 2013]"
ADAM6,8755,ADAM metallopeptidase domain 6 (pseudogene),"Predicted to be located in external side of plasma membrane and sperm head plasma membrane. Predicted to be part of protein-containing complex. [provided by Alliance of Genome Resources, Apr 2022]"
CD3E,916,CD3 epsilon subunit of T-cell receptor complex,"The protein encoded by this gene is the CD3-epsilon polypeptide, which together with CD3-gamma, -delta and -zeta, and the T-cell receptor alpha/beta and gamma/delta heterodimers, forms the T-cell receptor-CD3 complex. This complex plays an important role in coupling antigen recognition to several intracellular signal-transduction pathways. The genes encoding the epsilon, gamma and delta polypeptides are located in the same cluster on chromosome 11. The epsilon polypeptide plays an essential role in T-cell development. Defects in this gene cause immunodeficiency. This gene has also been linked to a susceptibility to type I diabetes in women. [provided by RefSeq, Jul 2008]"
HCP5,10866,HLA complex P5,
CLEC7A,64581,C-type lectin domain containing 7A,"This gene encodes a member of the C-type lectin/C-type lectin-like domain (CTL/CTLD) superfamily. The encoded glycoprotein is a small type II membrane receptor with an extracellular C-type lectin-like domain fold and a cytoplasmic domain with an immunoreceptor tyrosine-based activation motif. It functions as a pattern-recognition receptor that recognizes a variety of beta-1,3-linked and beta-1,6-linked glucans from fungi and plants, and in this way plays a role in innate immune response. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. This gene is closely linked to other CTL/CTLD superfamily members on chromosome 12p13 in the natural killer gene complex region. [provided by RefSeq, Jul 2008]"
C11orf21,29125,chromosome 11 open reading frame 21,"Predicted to be located in cytoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
SIRPB2,55423,signal regulatory protein gamma,"The protein encoded by this gene is a member of the signal-regulatory protein (SIRP) family, and also belongs to the immunoglobulin superfamily. SIRP family members are receptor-type transmembrane glycoproteins known to be involved in the negative regulation of receptor tyrosine kinase-coupled signaling processes. Alternatively spliced transcript variants encoding different isoforms have been described. [provided by RefSeq, Jul 2008]"
GZMB,3002,granzyme B,"This gene encodes a member of the granzyme subfamily of proteins, part of the peptidase S1 family of serine proteases. The encoded preproprotein is secreted by natural killer (NK) cells and cytotoxic T lymphocytes (CTLs) and proteolytically processed to generate the active protease, which induces target cell apoptosis. This protein also processes cytokines and degrades extracellular matrix proteins, and these roles are implicated in chronic inflammation and wound healing. Expression of this gene may be elevated in human patients with cardiac fibrosis. [provided by RefSeq, Sep 2016]"
CCDC69,26112,coiled-coil domain containing 69,"Predicted to enable microtubule binding activity. Involved in spindle midzone assembly. Located in spindle midzone. [provided by Alliance of Genome Resources, Apr 2022]"
PTPN6,5777,protein tyrosine phosphatase non-receptor type 6,"The protein encoded by this gene is a member of the protein tyrosine phosphatase (PTP) family. PTPs are known to be signaling molecules that regulate a variety of cellular processes including cell growth, differentiation, mitotic cycle, and oncogenic transformation. N-terminal part of this PTP contains two tandem Src homolog (SH2) domains, which act as protein phospho-tyrosine binding domains, and mediate the interaction of this PTP with its substrates. This PTP is expressed primarily in hematopoietic cells, and functions as an important regulator of multiple signaling pathways in hematopoietic cells. This PTP has been shown to interact with, and dephosphorylate a wide spectrum of phospho-proteins involved in hematopoietic cell signaling. Multiple alternatively spliced variants of this gene, which encode distinct isoforms, have been reported. [provided by RefSeq, Jul 2008]"
RNASE2,6036,ribonuclease A family member 2,"The protein encoded by this gene is a non-secretory ribonuclease that belongs to the pancreatic ribonuclease family, a subset of the ribonuclease A superfamily. The protein antimicrobial activity against viruses. [provided by RefSeq, Oct 2014]"
RAB37,326624,"RAB37, member RAS oncogene family","Rab proteins are low molecular mass GTPases that are critical regulators of vesicle trafficking. For additional background information on Rab proteins, see MIM 179508.[supplied by OMIM, Apr 2006]"
FCRL2,79368,Fc receptor like 2,"This gene encodes a member of the immunoglobulin receptor superfamily and is one of several Fc receptor-like glycoproteins clustered on the long arm of chromosome 1. The encoded protein has four extracellular C2-type immunoglobulin domains, a transmembrane domain and a cytoplasmic domain that contains one immunoreceptor-tyrosine activation motif and two immunoreceptor-tyrosine inhibitory motifs. This protein may be a prognostic marker for chronic lymphocytic leukemia. Alternatively spliced transcript variants have been described, but their biological validity has not been determined. [provided by RefSeq, Apr 2009]"
KLRB1,3820,killer cell lectin like receptor B1,"Natural killer (NK) cells are lymphocytes that mediate cytotoxicity and secrete cytokines after immune stimulation. Several genes of the C-type lectin superfamily, including the rodent NKRP1 family of glycoproteins, are expressed by NK cells and may be involved in the regulation of NK cell function. The KLRB1 protein contains an extracellular domain with several motifs characteristic of C-type lectins, a transmembrane domain, and a cytoplasmic domain. The KLRB1 protein is classified as a type II membrane protein because it has an external C terminus. [provided by RefSeq, Jul 2008]"
LAT,27040,linker for activation of T cells,"The protein encoded by this gene is phosphorylated by ZAP-70/Syk protein tyrosine kinases following activation of the T-cell antigen receptor (TCR) signal transduction pathway. This transmembrane protein localizes to lipid rafts and acts as a docking site for SH2 domain-containing proteins. Upon phosphorylation, this protein recruits multiple adaptor proteins and downstream signaling molecules into multimolecular signaling complexes located near the site of TCR engagement. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]"
